Case, sub_main/11-1_1,,,
,,,,
Drag [N], 65.963,,,
Drag Area [m2], 0.874,,,
,,,,
Centre of Pressure, x, y, z,
Position [m], 0.0, 0.0, 0.0,
,,,,
Part, Drag [N], V/V_flow [-],,
battery, 22.773, 1,,
FL motor, 1.354, 1,,
FR motor, 1.354, 1,,
BL motor, 1.354, 1,,
BR motor, 1.354, 1,,
FL arm, 3.141, 0.865,,
FR arm, 3.141, 0.865,,
BL arm, 3.141, 0.865,,
BR arm, 3.141, 0.865,,
main body, 20.353, 0.757,,
main body top, 4.855, 0.079,,
