Case, sub_main/7-5_1,,,
,,,,
Drag [N], 30.115,,,
Drag Area [m2], 0.874,,,
,,,,
Centre of Pressure, x, y, z,
Position [m], 0.0, 0.0, 0.0,
,,,,
Part, Drag [N], V/V_flow [-],,
battery, 10.397, 1,,
FL motor, 0.618, 1,,
FR motor, 0.618, 1,,
BL motor, 0.618, 1,,
BR motor, 0.618, 1,,
FL arm, 1.434, 0.865,,
FR arm, 1.434, 0.865,,
BL arm, 1.434, 0.865,,
BR arm, 1.434, 0.865,,
main body, 9.292, 0.757,,
main body top, 2.217, 0.079,,
