Case, sub_main/5_1,,,
,,,,
Drag [N], 13.384,,,
Drag Area [m2], 0.874,,,
,,,,
Centre of Pressure, x, y, z,
Position [m], 0.0, 0.0, 0.0,
,,,,
Part, Drag [N], V/V_flow [-],,
battery, 4.621, 1,,
FL motor, 0.275, 1,,
FR motor, 0.275, 1,,
BL motor, 0.275, 1,,
BR motor, 0.275, 1,,
FL arm, 0.637, 0.865,,
FR arm, 0.637, 0.865,,
BL arm, 0.637, 0.865,,
BR arm, 0.637, 0.865,,
main body, 4.13, 0.757,,
main body top, 0.985, 0.079,,
