Case, sensitivity_analysis/icecream_2,,,
,,,,
Drag [N], 15.086,,,
Drag Area [m2], 0.2,,,
,,,,
Centre of Pressure, x, y, z,
Position [m], 0.268, 0.113, 0.0,
,,,,
Part, Drag [N], V/V_flow [-],,
rotor, 3.704, 1,,
cabin, 9.621, 1,,
motor, 1.733, 1,,
shaft, 0.028, 0.076,,
